benchmark,n,shots,seed,iters,eta,frac_zero_steps,frac_nonzero_descent,frac_nonzero_ascent_or_orthogonal,mean_cos_nonzero,cost_start,cost_end,cost_change
projector,10,64,6,300,0.3,1.0,0.0,0.0,,0.9999999999991871,0.9999999999991871,0.0
projector,10,64,7,300,0.3,0.87,0.12,0.01,0.3118671482796148,0.9999155483216915,0.9999033810561132,-1.2167265578288955e-05
projector,10,64,8,300,0.3,0.11333333333333333,0.84,0.04666666666666667,0.5442907451165757,0.9995202522104779,0.9882252464691726,-0.011295005741305264
projector,10,64,9,300,0.3,1.0,0.0,0.0,,0.9999997334118559,0.9999997334118559,0.0
projector,10,64,10,300,0.3,0.9933333333333333,0.006666666666666667,0.0,0.5275051311769441,0.9999998520986171,0.9999998487611399,-3.337477183507076e-09
projector,10,64,11,300,0.3,1.0,0.0,0.0,,0.9999999997641404,0.9999999997641404,0.0
projector,10,64,12,300,0.3,0.9766666666666667,0.006666666666666667,0.016666666666666666,-0.30592362427697634,0.9999973860016738,0.9999975461894591,1.6018778536963652e-07
projector,10,64,13,300,0.3,0.93,0.04666666666666667,0.023333333333333334,0.16466853106672572,0.9999889261110807,0.9999881658812013,-7.602298793818463e-07
projector,10,64,14,300,0.3,0.9733333333333334,0.016666666666666666,0.01,0.16296977348563352,0.9999914223066705,0.9999912569889697,-1.6531770075101093e-07
projector,10,64,15,300,0.3,0.77,0.21,0.02,0.31905329120490955,0.9999058287976934,0.9998771788363321,-2.864996136131559e-05
projector,10,64,16,300,0.3,0.08333333333333333,0.8933333333333333,0.023333333333333334,0.5600798412395415,0.9989484370593276,0.9769630543193305,-0.02198538273999706
projector,10,64,17,300,0.3,1.0,0.0,0.0,,0.9999999999045786,0.9999999999045786,0.0
projector,10,64,18,300,0.3,0.93,0.05333333333333334,0.016666666666666666,0.31546596630699286,0.9999608123483028,0.9999569348297942,-3.8775185086104e-06
projector,10,64,19,300,0.3,0.9,0.06666666666666667,0.03333333333333333,0.226699970194608,0.9999898913599845,0.999988017077827,-1.8742821574768698e-06
projector,10,1024,0,300,0.3,0.4066666666666667,0.34,0.25333333333333335,0.14428239165368711,0.9999997128622651,0.9999996384963064,-7.436595872434282e-08
projector,10,1024,1,300,0.3,0.9933333333333333,0.0033333333333333335,0.0033333333333333335,0.00011369117588899691,0.9999999789103874,0.9999999789103874,0.0
projector,10,1024,2,300,0.3,1.0,0.0,0.0,,0.9999999999875459,0.9999999999875459,0.0
projector,10,1024,3,300,0.3,0.8766666666666667,0.09,0.03333333333333333,0.20087885941364547,0.9999970587412659,0.9999970377961068,-2.094515905159966e-08
projector,10,1024,4,300,0.3,0.6,0.28,0.12,0.2667806375131895,0.999996344421037,0.9999961104508915,-2.339701454801002e-07
projector,10,1024,5,300,0.3,1.0,0.0,0.0,,0.9999999999999252,0.9999999999999252,0.0
projector,10,1024,6,300,0.3,1.0,0.0,0.0,,0.9999999999991871,0.9999999999991871,0.0
projector,10,1024,7,300,0.3,0.06666666666666667,0.88,0.05333333333333334,0.44139572359320695,0.9999155483216915,0.9999010662525682,-1.4482069123245012e-05
projector,10,1024,8,300,0.3,0.0,0.99,0.01,0.8801039013534914,0.9995202522104779,0.994049293721256,-0.0054709584892218555
projector,10,1024,9,300,0.3,0.9733333333333334,0.023333333333333334,0.0033333333333333335,0.5581880918877377,0.9999997334118559,0.9999997315491403,-1.8627155373707183e-09
projector,10,1024,10,300,0.3,0.9833333333333333,0.01,0.006666666666666667,0.07970039401208806,0.9999998520986171,0.9999998520204633,-7.815381675158051e-11
projector,10,1024,11,300,0.3,1.0,0.0,0.0,,0.9999999997641404,0.9999999997641404,0.0
projector,10,1024,12,300,0.3,0.6766666666666666,0.22333333333333333,0.1,0.2424084642303401,0.9999973860016738,0.9999972654921285,-1.20509545231684e-07
projector,10,1024,13,300,0.3,0.41333333333333333,0.43333333333333335,0.15333333333333332,0.2594142042608429,0.9999889261110807,0.9999880591448365,-8.66966244239542e-07
projector,10,1024,14,300,0.3,0.6466666666666666,0.31,0.043333333333333335,0.33969420705325787,0.9999914223066705,0.9999910754858813,-3.4682078919878734e-07
projector,10,1024,15,300,0.3,0.03333333333333333,0.9166666666666666,0.05,0.5048718440339013,0.9999058287976934,0.9998829159026983,-2.2912894995119615e-05
projector,10,1024,16,300,0.3,0.0,1.0,0.0,0.9239481012713545,0.9989484370593276,0.976993458426225,-0.021954978633102584
projector,10,1024,17,300,0.3,1.0,0.0,0.0,,0.9999999999045786,0.9999999999045786,0.0
projector,10,1024,18,300,0.3,0.16333333333333333,0.7033333333333334,0.13333333333333333,0.3862759424385372,0.9999608123483028,0.9999555363188526,-5.2760294502185445e-06
projector,10,1024,19,300,0.3,0.19333333333333333,0.53,0.27666666666666667,0.2291645549398662,0.9999898913599845,0.9999874805871838,-2.410772800720551e-06
