n,theta_seed,theta_scale,F_theta,shots,k,reps,g_exact,mean_pennylane,mean_binomial,z_mean_pl_vs_binomial,z_mean_pl_vs_exact,z_mean_binomial_vs_exact,var_pennylane,var_binomial,var_theory,var_ratio_pl_over_binomial,var_ratio_pl_over_theory,var_ratio_binomial_over_theory,approx_sd_of_var_ratio,degenerate_all_zero
6,11,0.4,0.5078205197080461,1024,5,400,0.037617674409202315,0.037520751953125,0.03843994140625,-1.3653785256394229,-0.20031973162371441,1.7566172194349066,9.363998894703418e-05,8.764586651833135e-05,9.21428521457248e-05,1.0683902466461341,1.0162479971744487,0.9511955021721986,0.10012523486435178,False
6,12,1.0,0.003935676496162383,64,0,400,-0.0014434536608836587,-0.00134765625,-0.0014453125,0.3467482102678598,0.48245422898314677,-0.009306904196690797,1.5770857196702698e-05,1.5956333705357144e-05,1.7386499187991452e-05,0.9883759946313874,0.9070749106062335,0.9177427573446126,0.10012523486435178,False
6,12,1.0,0.003935676496162383,64,5,400,0.0017538843644696429,0.00173828125,0.001953125,-0.71789017550107,-0.07370187455616826,0.9419143223404564,1.7927738658168857e-05,1.789752702067669e-05,1.8359352690472366e-05,1.001688034188034,0.9764907815879862,0.9748452095462309,0.10012523486435178,False
6,12,1.0,0.003935676496162383,256,0,400,-0.0014434536608836587,-0.00140625,-0.001240234375,-1.213269961504599,0.38209717504889623,2.113774352293799,3.792134143953634e-06,3.6971969413279294e-06,4.346624796997863e-06,1.0256781567582942,0.8724319031568573,0.8505903117935365,0.10012523486435178,False
6,12,1.0,0.003935676496162383,256,5,400,0.0017538843644696429,0.001748046875,0.001630859375,0.7857110065110838,-0.054184821543778454,-1.192740772327047,4.642553496779057e-06,4.255538596246475e-06,4.5898381726180914e-06,1.0909438116420662,1.0114852250075945,0.9271652803870144,0.10012523486435178,False
6,12,1.0,0.003935676496162383,1024,0,400,-0.0014434536608836587,-0.001395263671875,-0.0014794921875,1.1371653183192258,0.8986729611425214,-0.7053220073205085,1.1501918759262353e-06,1.0442853272708137e-06,1.0866561992494658e-06,1.1014153372548123,1.05846897732756,0.9610080244258332,0.10012523486435178,False
6,12,1.0,0.003935676496162383,1024,5,400,0.0017538843644696429,0.00167236328125,0.00182373046875,-2.0798384050590975,-1.6121155582870839,1.334441606966783,1.0228396059576433e-06,1.0958351288224223e-06,1.1474595431545229e-06,0.9333882251582686,0.8913949185046801,0.955009817435325,0.10012523486435178,False
6,12,0.4,0.5173406950427849,64,0,400,-0.07322717329061683,-0.0720703125,-0.0716015625,-0.17628389062738498,0.6103627428770406,0.8716437261645514,0.0014369649098331767,0.0013912818545386905,0.0014755648088084277,1.0328352268416765,0.973840593957766,0.9428808861755121,0.10012523486435178,False
6,12,0.4,0.5173406950427849,64,5,400,0.08757421213170588,0.08763671875,0.089296875,-0.6176394945424571,0.032728190413435436,0.9108085409213335,0.0014590427331757129,0.001430890458568296,0.001465729472658571,1.0196746539463162,0.9954379443085568,0.976230938423389,0.10012523486435178,False
6,12,0.4,0.5173406950427849,256,0,400,-0.07322717329061683,-0.07193359375,-0.0732568359375,0.9920887285968227,1.341742825258847,-0.03218292494768657,0.00037179856073288694,0.0003398042215141736,0.00036889120220210694,1.094155214070461,1.0078813441833918,0.9211502456163289,0.10012523486435178,False
6,12,0.4,0.5173406950427849,256,5,400,0.08757421213170588,0.0864453125,0.08705078125,-0.45182322658493385,-1.134516161652293,-0.583165576729903,0.0003960493274201127,0.00032225147524573146,0.00036643236816464274,1.2290070266338022,1.0808251721970223,0.8794296116901434,0.10012523486435178,False
6,12,0.4,0.5173406950427849,1024,0,400,-0.07322717329061683,-0.073114013671875,-0.073443603515625,0.48169774999331944,0.2213890215705585,-0.47580793335134963,0.00010450348668827449,8.276228169749554e-05,9.222280055052673e-05,1.262694606103844,1.1331632314832973,0.8974167039326896,0.10012523486435178,False
6,12,0.4,0.5173406950427849,1024,5,400,0.08757421213170588,0.08751220703125,0.08821533203125,-1.0614359618682558,-0.13071202728954792,1.3865832292652591,9.000854085860097e-05,8.551585046868575e-05,9.160809204116068e-05,1.052536346949626,0.9825391933515981,0.9334966875007329,0.10012523486435178,False
