k,layer,qubit,rot,shots,replicate,g_hat,g_exact,xi
2,0,1,0,64,168,-0.234375,-0.18740256624278084,-0.046972433757219156
2,0,1,0,64,169,-0.1875,-0.18740256624278084,-9.743375721915637e-05
2,0,1,0,64,170,-0.34375,-0.18740256624278084,-0.15634743375721916
2,0,1,0,64,171,-0.25,-0.18740256624278084,-0.06259743375721916
2,0,1,0,64,172,-0.21875,-0.18740256624278084,-0.031347433757219156
2,0,1,0,64,173,-0.1875,-0.18740256624278084,-9.743375721915637e-05
2,0,1,0,64,174,-0.15625,-0.18740256624278084,0.031152566242780844
2,0,1,0,64,175,-0.015625,-0.18740256624278084,0.17177756624278084
2,0,1,0,64,176,-0.34375,-0.18740256624278084,-0.15634743375721916
2,0,1,0,64,177,-0.21875,-0.18740256624278084,-0.031347433757219156
2,0,1,0,64,178,-0.109375,-0.18740256624278084,0.07802756624278084
2,0,1,0,64,179,-0.328125,-0.18740256624278084,-0.14072243375721916
2,0,1,0,64,180,-0.1875,-0.18740256624278084,-9.743375721915637e-05
2,0,1,0,64,181,-0.265625,-0.18740256624278084,-0.07822243375721916
2,0,1,0,64,182,-0.203125,-0.18740256624278084,-0.015722433757219156
2,0,1,0,64,183,-0.21875,-0.18740256624278084,-0.031347433757219156
2,0,1,0,64,184,-0.296875,-0.18740256624278084,-0.10947243375721916
2,0,1,0,64,185,-0.34375,-0.18740256624278084,-0.15634743375721916
2,0,1,0,64,186,-0.140625,-0.18740256624278084,0.046777566242780844
2,0,1,0,64,187,-0.203125,-0.18740256624278084,-0.015722433757219156
2,0,1,0,64,188,-0.140625,-0.18740256624278084,0.046777566242780844
2,0,1,0,64,189,-0.140625,-0.18740256624278084,0.046777566242780844
2,0,1,0,64,190,-0.265625,-0.18740256624278084,-0.07822243375721916
2,0,1,0,64,191,-0.15625,-0.18740256624278084,0.031152566242780844
2,0,1,0,64,192,-0.171875,-0.18740256624278084,0.015527566242780844
2,0,1,0,64,193,-0.234375,-0.18740256624278084,-0.046972433757219156
2,0,1,0,64,194,-0.203125,-0.18740256624278084,-0.015722433757219156
2,0,1,0,64,195,-0.171875,-0.18740256624278084,0.015527566242780844
2,0,1,0,64,196,-0.328125,-0.18740256624278084,-0.14072243375721916
2,0,1,0,64,197,-0.171875,-0.18740256624278084,0.015527566242780844
